date,hits,words,shows,shows_with_hits,density_per_1000
2025-03-16,2,87438,23,2,0.022873
2025-03-17,1,87312,24,1,0.011453
2025-03-18,0,98378,24,0,0.000000
2025-03-19,0,95439,24,0,0.000000
2025-03-20,0,84917,24,0,0.000000
2025-03-21,0,91250,24,0,0.000000
2025-03-22,0,90688,24,0,0.000000
2025-03-23,0,89643,24,0,0.000000
2025-03-24,1,82699,24,1,0.012092
2025-03-25,1,81682,24,1,0.012243
2025-03-26,0,78839,24,0,0.000000
2025-03-27,0,81296,24,0,0.000000
2025-03-28,0,85915,24,0,0.000000
2025-03-29,0,81481,24,0,0.000000
2025-03-30,0,71389,24,0,0.000000
2025-03-31,1,81893,24,1,0.012211
2025-04-01,2,94183,24,2,0.021235
2025-04-02,0,79540,24,0,0.000000
2025-04-03,0,78668,24,0,0.000000
2025-04-04,0,76961,24,0,0.000000
2025-04-05,0,84729,24,0,0.000000
2025-04-06,0,77892,24,0,0.000000
2025-04-07,0,81523,24,0,0.000000
2025-04-08,2,87490,24,2,0.022860
2025-04-09,0,92083,24,0,0.000000
2025-04-10,0,85131,24,0,0.000000
2025-04-11,2,92173,24,2,0.021698
2025-04-12,0,85939,24,0,0.000000
2025-04-13,0,79070,24,0,0.000000
2025-04-14,0,79511,24,0,0.000000
2025-04-15,2,83437,24,1,0.023970
2025-04-16,0,84385,24,0,0.000000
2025-04-17,0,87554,24,0,0.000000
2025-04-18,0,73284,21,0,0.000000
2025-04-19,0,91012,24,0,0.000000
2025-04-20,1,86158,24,1,0.011607
2025-04-21,0,80841,24,0,0.000000
2025-04-22,2,80815,24,2,0.024748
2025-04-23,0,89419,24,0,0.000000
2025-04-24,0,85555,24,0,0.000000
2025-04-25,0,87782,24,0,0.000000
2025-04-26,0,85322,22,0,0.000000
2025-04-27,0,78391,24,0,0.000000
2025-04-28,0,80870,24,0,0.000000
2025-04-29,1,84403,24,1,0.011848
2025-04-30,3,95120,24,2,0.031539
2025-05-01,0,83399,24,0,0.000000
2025-05-02,0,89084,24,0,0.000000
2025-05-03,0,89406,24,0,0.000000
2025-05-04,0,79177,24,0,0.000000
2025-05-05,0,77269,24,0,0.000000
2025-05-06,2,77529,24,1,0.025797
2025-05-07,0,83594,24,0,0.000000
2025-05-08,0,81114,23,0,0.000000
2025-05-09,2,82293,24,2,0.024303
2025-05-10,2,91850,24,1,0.021775
2025-05-11,1,73994,24,1,0.013515
2025-05-12,0,89430,24,0,0.000000
2025-05-13,0,82644,24,0,0.000000
2025-05-14,0,81461,23,0,0.000000
2025-05-15,1,85692,24,1,0.011670
2025-05-16,3,85809,23,2,0.034961
2025-05-17,4,87225,24,4,0.045858
2025-05-18,0,78288,24,0,0.000000
2025-05-19,0,80539,24,0,0.000000
2025-05-20,2,82214,24,1,0.024327
2025-05-21,1,84999,24,1,0.011765
2025-05-22,0,87277,24,0,0.000000
2025-05-23,2,91004,24,2,0.021977
2025-05-24,0,91724,24,0,0.000000
2025-05-25,0,79363,24,0,0.000000
2025-05-26,0,72886,24,0,0.000000
2025-05-27,0,86150,24,0,0.000000
2025-05-28,0,84926,23,0,0.000000
2025-05-29,2,85956,24,2,0.023268
2025-05-30,2,83534,24,2,0.023942
2025-05-31,16,85627,24,5,0.186857
2025-06-01,0,81208,24,0,0.000000
2025-06-02,0,89656,24,0,0.000000
2025-06-03,0,89070,24,0,0.000000
2025-06-04,2,77937,24,2,0.025662
2025-06-05,0,82554,24,0,0.000000
2025-06-06,2,82332,24,2,0.024292
2025-06-07,2,90517,24,2,0.022095
2025-06-08,1,82644,24,1,0.012100
2025-06-09,0,92604,24,0,0.000000
2025-06-10,0,94912,24,0,0.000000
2025-06-11,0,97796,24,0,0.000000
2025-06-12,2,93411,24,2,0.021411
2025-06-13,0,81152,19,0,0.000000
2025-06-14,0,95677,24,0,0.000000
2025-06-15,0,89322,24,0,0.000000
2025-06-16,0,90329,24,0,0.000000
2025-06-17,0,96596,24,0,0.000000
2025-06-18,0,93913,24,0,0.000000
2025-06-19,0,95919,24,0,0.000000
2025-06-20,1,87883,24,1,0.011379
2025-06-21,1,91915,24,1,0.010880
2025-06-22,0,99231,24,0,0.000000
2025-06-23,0,92691,24,0,0.000000
2025-06-24,0,88927,24,0,0.000000
2025-06-25,0,96330,24,0,0.000000
2025-06-26,0,89413,24,0,0.000000
2025-06-27,1,88574,24,1,0.011290
2025-06-28,0,91216,24,0,0.000000
2025-06-29,0,95017,24,0,0.000000
2025-06-30,0,93427,24,0,0.000000
2025-07-01,0,95333,24,0,0.000000
2025-07-02,0,97403,24,0,0.000000
2025-07-03,0,95227,24,0,0.000000
2025-07-04,3,95894,23,3,0.031285
2025-07-05,2,81953,18,2,0.024404
2025-07-06,0,71224,24,0,0.000000
2025-07-07,1,75040,24,1,0.013326
2025-07-08,0,85589,24,0,0.000000
2025-07-09,0,82843,24,0,0.000000
2025-07-10,1,79595,24,1,0.012564
2025-07-11,1,83728,24,1,0.011943
2025-07-12,4,84602,24,2,0.047280
2025-07-13,2,79787,24,1,0.025067
2025-07-14,0,77812,24,0,0.000000
2025-07-15,0,88529,24,0,0.000000
2025-07-16,0,83230,24,0,0.000000
2025-07-17,0,86436,24,0,0.000000
2025-07-18,0,89623,24,0,0.000000
2025-07-19,0,90440,24,0,0.000000
2025-07-20,0,74023,24,0,0.000000
2025-07-21,0,82535,24,0,0.000000
2025-07-22,0,93181,24,0,0.000000
2025-07-23,0,93045,24,0,0.000000
2025-07-24,0,86808,24,0,0.000000
2025-07-25,0,86217,24,0,0.000000
2025-07-26,0,89999,24,0,0.000000
2025-07-27,0,75567,24,0,0.000000
2025-07-28,0,77184,24,0,0.000000
2025-07-29,0,95343,21,0,0.000000
2025-07-30,0,82209,24,0,0.000000
2025-07-31,1,85735,24,1,0.011664
2025-08-01,0,81595,24,0,0.000000
2025-08-02,0,82094,24,0,0.000000
2025-08-03,0,75688,24,0,0.000000
2025-08-04,2,78101,24,1,0.025608
2025-08-05,0,86517,24,0,0.000000
2025-08-06,0,86733,24,0,0.000000
2025-08-07,0,87151,24,0,0.000000
2025-08-08,0,89095,24,0,0.000000
2025-08-09,0,83129,24,0,0.000000
2025-08-10,6,77397,24,3,0.077522
2025-08-11,0,83451,24,0,0.000000
2025-08-12,13,80804,24,5,0.160883
2025-08-13,5,89159,24,3,0.056080
2025-08-14,5,90804,24,5,0.055064
2025-08-15,0,91021,24,0,0.000000
2025-08-16,2,98317,24,2,0.020342
2025-08-17,8,76630,23,4,0.104398
2025-08-18,13,89931,24,6,0.144555
2025-08-19,21,88325,24,7,0.237758
2025-08-20,2,94544,24,2,0.021154
2025-08-21,0,93956,24,0,0.000000
2025-08-22,0,89252,24,0,0.000000
2025-08-23,6,90259,24,3,0.066475
2025-08-24,3,83060,24,2,0.036118
2025-08-25,4,89098,24,3,0.044894
2025-08-26,15,89495,24,6,0.167607
2025-08-27,25,82296,24,12,0.303781
2025-08-28,11,85399,24,5,0.128807
2025-08-29,8,78081,24,6,0.102458
2025-08-30,10,87791,24,7,0.113907
2025-08-31,14,61432,21,5,0.227894
2025-09-01,0,77500,24,0,0.000000
2025-09-02,4,87450,24,2,0.045740
2025-09-03,1,82714,24,1,0.012090
2025-09-04,3,86238,24,1,0.034787
2025-09-05,0,84902,24,0,0.000000
2025-09-06,0,80400,24,0,0.000000
2025-09-07,1,75772,24,1,0.013197
2025-09-08,0,77940,24,0,0.000000
2025-09-09,0,84922,24,0,0.000000
2025-09-10,0,88660,24,0,0.000000
2025-09-11,0,97549,22,0,0.000000
2025-09-12,0,92084,22,0,0.000000
2025-09-13,0,92101,24,0,0.000000
2025-09-14,0,81387,24,0,0.000000
2025-09-15,0,81568,24,0,0.000000
2025-09-16,0,90134,24,0,0.000000
2025-09-17,0,89325,24,0,0.000000
2025-09-18,0,86334,24,0,0.000000
2025-09-19,1,78852,24,1,0.012682
2025-09-20,6,83872,24,2,0.071538
2025-09-21,5,81701,21,3,0.061199
2025-09-22,0,82760,24,0,0.000000
2025-09-23,0,87352,24,0,0.000000
2025-09-24,0,87383,24,0,0.000000
2025-09-25,0,89125,24,0,0.000000
2025-09-26,2,94348,24,2,0.021198
2025-09-27,1,86988,24,1,0.011496
2025-09-28,3,77045,24,3,0.038938
2025-09-29,0,87813,24,0,0.000000
2025-09-30,0,95043,24,0,0.000000
2025-10-01,0,90189,24,0,0.000000
2025-10-02,0,86953,24,0,0.000000
2025-10-03,14,93346,24,7,0.149980
2025-10-04,24,88362,24,9,0.271610
2025-10-05,15,80770,24,3,0.185713
2025-10-06,1,81229,24,1,0.012311
2025-10-07,1,95955,24,1,0.010422
2025-10-08,0,90031,24,0,0.000000
2025-10-09,4,96503,24,2,0.041449
2025-10-10,2,96063,24,2,0.020820
2025-10-11,2,97761,24,2,0.020458
2025-10-12,5,86008,24,4,0.058134
2025-10-13,0,92963,24,0,0.000000
2025-10-14,1,95062,24,1,0.010519
2025-10-15,0,88161,24,0,0.000000
2025-10-16,0,91486,24,0,0.000000
2025-10-17,0,92196,24,0,0.000000
2025-10-18,0,91398,24,0,0.000000
2025-10-19,9,86072,24,2,0.104564
2025-10-20,0,90478,24,0,0.000000
2025-10-21,0,94239,24,0,0.000000
